concept,concept2,distance_common,distance_first_quartile,n_titles,total_count
Rice,Zygote,-0.02134453781512603,0.07058823529411765,2.0,119.0
Rock_(geology),Amphibian,-0.4,0.06,1.0,55.0
Rock_(geology),Arthropod,-0.42,0.08,1.0,55.0
Rock_(geology),Australia,-0.04,0.04,1.0,50.0
Rock_(geology),Carbon_cycle,0.02,0.060000000000000005,1.0,52.0
Rock_(geology),Carbon_dioxide,-0.37999999999999995,0.0,1.0,55.0
Rock_(geology),Cilium,-0.44,0.02,1.0,55.0
Rock_(geology),Clade,-0.5,0.02,1.0,55.0
Rock_(geology),Cnidaria,-0.44,0.08,1.0,50.0
Rock_(geology),Ecosystem,0.04,0.06,1.0,55.0
Rock_(geology),Fern,-0.48,0.04,1.0,54.0
Rock_(geology),Fertilisation,-0.26,0.04,1.0,55.0
Rock_(geology),Flowering_plant,-0.48,0.04,1.0,55.0
Rock_(geology),Fungus,-0.46,0.06,1.0,55.0
Rock_(geology),Gametophyte,-0.48,0.02,1.0,55.0
Rock_(geology),Gymnosperm,-0.48,0.04,1.0,55.0
Rock_(geology),Gynoecium,-0.48,0.04,1.0,55.0
Rock_(geology),Habitat,0.04,0.06,1.0,55.0
Rock_(geology),Hypha,-0.46,0.06,1.0,55.0
Rock_(geology),Insect,-0.42,0.06,1.0,55.0
Rock_(geology),Leaf,-0.37999999999999995,0.04,1.0,55.0
Rock_(geology),Lepidoptera,-0.42,0.08,1.0,50.0
Rock_(geology),Lichen,-0.46,0.06,1.0,55.0
Rock_(geology),Mammal,-0.4,0.06,1.0,55.0
Rock_(geology),Mesoderm,-0.22,0.08,1.0,55.0
Rock_(geology),Mineral,-0.37999999999999995,0.06,1.0,55.0
Rock_(geology),Ocean,-0.44,0.0,1.0,55.0
Rock_(geology),Ovule,-0.48,0.04,1.0,55.0
Rock_(geology),Parasitism,-0.44,0.06,1.0,55.0
Rock_(geology),Pollen,-0.48,0.04,1.0,55.0
Rock_(geology),Protostome,-0.44,0.08,1.0,55.0
Rock_(geology),Red,-0.34,0.0,1.0,55.0
Rock_(geology),Sperm,-0.26,0.04,1.0,55.0
Rock_(geology),Sporangium,-0.48,0.04,1.0,55.0
Rock_(geology),Spore,-0.46,0.02,1.0,55.0
Rock_(geology),Sporophyte,-0.48,0.02,1.0,55.0
Rock_(geology),Stamen,-0.48,0.04,1.0,55.0
Rock_(geology),Vascular_plant,-0.48,0.04,1.0,55.0
Rock_(geology),Vertebrate,-0.42,0.04,1.0,55.0
Rod_cell,Arteriole,0.06,0.08,1.0,50.0
Rod_cell,Atrium_(heart),0.04,0.06,1.0,50.0
Rod_cell,Bicarbonate,0.1,0.06,1.0,50.0
Rod_cell,Blood_plasma,0.1,0.06,1.0,50.0
Rod_cell,Blood_pressure,0.06,0.08,1.0,50.0
Rod_cell,Capillary,0.06,0.06,1.0,50.0
Rod_cell,Gas_exchange,0.04,0.04,1.0,50.0
Rod_cell,Motor_neuron,-0.02,0.0,1.0,50.0
Rod_cell,Myosin,0.02,0.04,1.0,50.0
Rod_cell,Photoreceptor_cell,0.0,0.0,1.0,50.0
Rod_cell,Pulmonary_alveolus,0.04,0.06,1.0,50.0
Rod_cell,Retina,0.0,0.02,1.0,50.0
Rod_cell,Sensory_receptor,-0.02,0.0,1.0,50.0
Rod_cell,Smooth_muscle_tissue,0.02,0.04,1.0,50.0
Rod_cell,Spinal_cord,0.0,0.0,1.0,50.0
Root,Auxin,0.1,0.08,1.0,65.0
Root,Cytokinin,0.1,0.08,1.0,65.0
Root,Guard_cell,0.12,0.04,1.0,53.0
Root,Plant_hormone,0.08,0.08,1.0,65.0
Root,Primordium,0.02,0.02,1.0,65.0
Root,Root_hair,0.0,0.0,1.0,53.0
Root,Vascular_cambium,0.06,0.0,1.0,65.0
Root_hair,Auxin,0.10000000000000002,0.08,1.0,53.0
Root_hair,Cytokinin,0.10000000000000002,0.08,1.0,53.0
Root_hair,Guard_cell,0.12,0.04,1.0,53.0
Root_hair,Plant_hormone,0.08,0.08,1.0,53.0
Root_hair,Primordium,0.02,0.02,1.0,53.0
Root_hair,Root,0.0,0.0,1.0,53.0
Root_hair,Vascular_cambium,0.06,0.0,1.0,53.0
Saccharomyces_cerevisiae,Acetylation,-0.48,0.04,1.0,51.0
Saccharomyces_cerevisiae,Chromatin,-0.4799999999999999,0.04,1.0,187.0
Saccharomyces_cerevisiae,DNA_polymerase,-0.44,0.06,1.0,223.0
Saccharomyces_cerevisiae,DNA_replication,-0.42,0.08,1.0,223.0
Saccharomyces_cerevisiae,DNA_supercoil,-0.52,0.0,1.0,96.0
Saccharomyces_cerevisiae,Directionality_(molecular_biology),-0.44,0.08,1.0,223.0
Saccharomyces_cerevisiae,DnaB_helicase,-0.44,0.08,1.0,54.0
Saccharomyces_cerevisiae,Epigenetics,-0.46,0.05999999999999999,1.0,60.0
Saccharomyces_cerevisiae,Escherichia_coli,-0.44,0.0,1.0,223.0
Saccharomyces_cerevisiae,Exonuclease,-0.44,0.08,1.0,88.0
Saccharomyces_cerevisiae,Gene_expression,0.02,0.04,1.0,223.0
Saccharomyces_cerevisiae,Genetic_recombination,-0.32,0.04,1.0,157.0
Saccharomyces_cerevisiae,Histone,-0.48,0.04,1.0,223.0
Saccharomyces_cerevisiae,N-terminus,-0.1,0.04,1.0,78.0
Saccharomyces_cerevisiae,Nucleosome,-0.48,0.04,1.0,223.0
Saccharomyces_cerevisiae,Okazaki_fragments,-0.44,0.08,1.0,51.0
Saccharomyces_cerevisiae,Primer_(molecular_biology),-0.44,0.07999999999999999,1.0,58.0
Saccharomyces_cerevisiae,Protein_dimer,-0.04,0.02,1.0,80.0
Saccharomyces_cerevisiae,Topoisomerase,-0.52,0.0,1.0,102.0
Saccharomyces_cerevisiae,Tyrosine,-0.3,0.0,1.0,105.0
Saccharomyces_cerevisiae,X_chromosome,0.02,0.04,1.0,53.0
Schizophrenia,Antipsychotic,0.04,0.02,1.0,107.0
Schizophrenia,Personality_disorder,0.12,0.06,1.0,146.0
Science,Neuron,-0.06,0.02,1.0,50.0
Science,Neurotransmitter,-0.06,0.02,1.0,50.0
Scientific_method,Carbohydrate,0.08,0.08,1.0,82.0
Scientific_method,Carbon,0.08,0.08,1.0,82.0
Scientific_method,Glucose,0.08,0.08,1.0,82.0
Scientific_method,Hydrogen,0.06,0.06,1.0,82.0
Scientific_method,Hydrogen_bond,0.06,0.06,1.0,58.0
Scientific_method,Ion,0.05999999999999999,0.05999999999999999,1.0,74.0
Scientific_method,Lipid,0.08,0.08,1.0,82.0
Scientific_method,PH,0.06,0.06,1.0,51.0
Scientific_method,Proton,0.06,0.06,1.0,82.0
Sea_urchin,Archaea,-0.26,0.04,1.0,50.0
Sea_urchin,Carbon_dioxide,-0.12,0.06,1.0,50.0
Sea_urchin,Cilium,-0.18,0.08,1.0,50.0
Sea_urchin,Clade,-0.24,0.08,1.0,50.0
Sea_urchin,Cyanobacteria,-0.26,0.04,1.0,50.0
Sea_urchin,Gametophyte,-0.22,0.08,1.0,50.0
Sea_urchin,Genus,-0.32,0.0,1.0,50.0
Sea_urchin,Hemoglobin,0.12,0.02,1.0,50.0
Sea_urchin,Ocean,-0.18,0.06,1.0,50.0
Sea_urchin,Phylogenetic_tree,-0.32,0.0,1.0,50.0
Sea_urchin,Phylogenetics,-0.32,0.0,1.0,50.0
Sea_urchin,Pollinator,0.26,0.02,1.0,50.0
Sea_urchin,Protist,-0.24,0.04,1.0,50.0
Sea_urchin,Red,-0.08,0.06,1.0,50.0
Sea_urchin,Rock_(geology),0.26,0.06,1.0,50.0
Sea_urchin,Speciation,-0.3,0.0,1.0,50.0
Sea_urchin,Spore,-0.2,0.08,1.0,50.0
Sea_urchin,Sporophyte,-0.22,0.08,1.0,50.0
Sea_urchin,Taxon,-0.32,0.0,1.0,50.0
Seawater,Ant,0.04,0.08,1.0,51.0
Seawater,Biome,0.0,0.06,1.0,51.0
Seawater,Glomerulus,-0.04,0.02,1.0,51.0
Seawater,Island,0.04,0.04,1.0,51.0
Seawater,Nephron,-0.04,0.0,1.0,51.0
Seawater,Urine,-0.04,0.0,1.0,51.0
Self-esteem,Adolescence,-0.58,0.06,1.0,51.0
Self-esteem,Long-term_memory,-0.34,0.04,1.0,63.0
Self-esteem,Rat,-0.44,0.02,1.0,51.0
Self-esteem,Test_(assessment),-0.4458571428571429,0.051000000000000004,2.0,140.0
Sensory_receptor,Arteriole,0.08,0.08,1.0,52.0
Sensory_receptor,Atrium_(heart),0.06,0.06,1.0,54.0
Sensory_receptor,Bicarbonate,0.12,0.06,1.0,59.0
Sensory_receptor,Blood_plasma,0.12,0.06,1.0,59.0
Sensory_receptor,Blood_pressure,0.08,0.08,1.0,59.0
Sensory_receptor,Capillary,0.08,0.06,1.0,59.0
Sensory_receptor,Gas_exchange,0.06,0.04,1.0,59.0
Sensory_receptor,Motor_neuron,0.0,0.0,1.0,59.0
Sensory_receptor,Myosin,0.04,0.04,1.0,59.0
Sensory_receptor,Photoreceptor_cell,0.020000000000000004,0.0,1.0,57.0
Sensory_receptor,Pulmonary_alveolus,0.06,0.06,1.0,53.0
Sensory_receptor,Retina,0.02,0.02,1.0,59.0
Sensory_receptor,Rod_cell,0.02,0.0,1.0,50.0
Sensory_receptor,Smooth_muscle_tissue,0.04,0.04,1.0,59.0
Sensory_receptor,Spinal_cord,0.02,0.0,1.0,59.0
Sepal,Eudicots,0.16,0.02,1.0,66.0
Sepal,Flowering_plant,0.02,0.0,1.0,66.0
Sepal,Gynoecium,0.02,0.0,1.0,66.0
Sepal,Monocotyledon,0.1,0.02,1.0,66.0
Sepal,Ovary_(botany),0.0,0.0,1.0,65.0
Sepal,Stamen,0.02,0.0,1.0,66.0
Sepal,Tracheid,0.22,0.0,1.0,66.0
Serotonin,African_American,0.04,0.06,1.0,103.0
Serotonin,Antidepressant,-0.06,0.06,1.0,103.0
Serotonin,Bipolar_disorder,-0.08,0.04,1.0,103.0
Serotonin,Cognitive_behavioral_therapy,0.1,0.06,1.0,55.0
Serotonin,Major_depressive_disorder,-0.12,0.0,1.0,103.0
Serotonin,Mania,-0.1,0.02,1.0,60.0
Short-term_memory,Long-term_memory,0.02,0.02,1.0,55.0
Signal_transduction,Active_site,0.02,0.02,1.0,71.0
Signal_transduction,Adenosine_triphosphate,0.02,0.02,1.0,91.0
Signal_transduction,Allele,0.08,0.08,1.0,91.0
Signal_transduction,Amino_acid,0.12,0.0,1.0,91.0
Signal_transduction,Ammonia,0.48000000000000004,0.04,1.0,86.0
Signal_transduction,Apoptosis,0.06,0.06,1.0,83.0
Signal_transduction,C4_carbon_fixation,0.04,0.04,1.0,53.0
Signal_transduction,Cancer,0.06,0.06,1.0,63.0
Signal_transduction,Carboxylic_acid,0.02,0.02,1.0,78.0
Signal_transduction,Cell_cycle,0.06,0.06,1.0,91.0
Signal_transduction,Cell_division,0.06,0.06,1.0,91.0
Signal_transduction,Cell_wall,-0.04,0.06,1.0,91.0
Signal_transduction,Cellular_respiration,0.04,0.02,1.0,91.0
Signal_transduction,Chlorophyll,0.04,0.04,1.0,88.0
Signal_transduction,Chromatid,0.06,0.06,1.0,56.0
Signal_transduction,Chromosome,0.06,0.06,1.0,91.0
Signal_transduction,Citric_acid,0.02,0.02,1.0,60.0
Signal_transduction,Cyclic_adenosine_monophosphate,0.0,0.0,1.0,54.0
Signal_transduction,Cyclin-dependent_kinase,0.06,0.06,1.0,50.0
Signal_transduction,Cytoplasm,0.6,0.0,1.0,91.0
Signal_transduction,Dominance_(genetics),0.08,0.08,1.0,72.0
Signal_transduction,Earth,0.3,0.0,1.0,91.0
Signal_transduction,Enzyme,0.02,0.02,1.0,91.0
Signal_transduction,Epinephrine,0.0,0.0,1.0,75.0
Signal_transduction,Eukaryote,0.34,0.06,1.0,91.0
Signal_transduction,Fermentation,0.04,0.02,1.0,50.0
Signal_transduction,G_protein,0.0,0.0,1.0,56.0
Signal_transduction,Gamete,0.08,0.08,1.0,91.0
Signal_transduction,Genotype,0.24,0.08,1.0,91.0
Signal_transduction,Gibbs_free_energy,0.0,0.0,1.0,68.0
Signal_transduction,Glycogen,0.74,0.0,1.0,66.0
Signal_transduction,Glycolysis,0.02,0.02,1.0,91.0
Signal_transduction,Hydrogen_ion,0.02,0.02,1.0,68.0
Signal_transduction,Hydrolysis,0.0,0.0,1.0,81.0
Signal_transduction,Ion,-0.08,0.02,1.0,91.0
Signal_transduction,Ion_channel,0.64,0.02,1.0,91.0
Signal_transduction,Light-independent_reactions,0.04,0.04,1.0,65.0
Signal_transduction,Liver,0.74,0.04,1.0,91.0
Signal_transduction,Lysozyme,0.28,0.02,1.0,52.0
Signal_transduction,Meiosis,0.06,0.06,1.0,91.0
Signal_transduction,Mitochondrion,-0.04,0.02,1.0,91.0
Signal_transduction,Mitosis,0.06,0.06,1.0,91.0
Signal_transduction,Nicotinamide_adenine_dinucleotide,0.02,0.02,1.0,91.0
Signal_transduction,Nicotinamide_adenine_dinucleotide_phosphate,0.04,0.04,1.0,59.0
Signal_transduction,Oxygen,0.7,0.04,1.0,91.0
Signal_transduction,PH,0.02,0.02,1.0,91.0
Signal_transduction,Phenotype,0.08,0.08,1.0,91.0
Signal_transduction,Phosphate,0.0,0.0,1.0,91.0
Signal_transduction,Photosynthesis,0.04,0.04,1.0,91.0
Signal_transduction,Ploidy,0.34,0.08,1.0,91.0
Signal_transduction,Polyploid,0.26,0.06,1.0,63.0
Signal_transduction,Prokaryote,0.32,0.06,1.0,91.0
Signal_transduction,Protein,0.12,0.0,1.0,91.0
Signal_transduction,Protein_kinase,0.0,0.0,1.0,67.0
Signal_transduction,Proton,0.02,0.02,1.0,91.0
Signal_transduction,Receptor_(biochemistry),-0.02,0.0,1.0,91.0
Signal_transduction,Sucrose,0.46,0.04,1.0,75.0
Signal_transduction,Thylakoid,0.04,0.02,1.0,72.0
Signal_transduction,Water,0.04,0.02,1.0,91.0
Signal_transduction,Zygosity,0.08,0.08,1.0,91.0
Single-strand_binding_protein,Active_site,0.02,0.02,1.0,67.0
Single-strand_binding_protein,Adenosine_monophosphate,0.060000000000000005,0.02,1.0,52.0
Single-strand_binding_protein,Adenosine_triphosphate,-0.05999999999999999,0.02,1.0,67.0
Single-strand_binding_protein,Base_pair,0.08,0.08,1.0,67.0
Single-strand_binding_protein,C-terminus,0.05999999999999999,0.05999999999999999,1.0,67.0
Single-strand_binding_protein,Catalysis,0.02,0.02,1.0,55.0
Single-strand_binding_protein,Cofactor_(biochemistry),0.02,0.02,1.0,50.0
Single-strand_binding_protein,Cytosine,0.36,0.06,1.0,64.0
Single-strand_binding_protein,Enzyme,0.02,0.02,1.0,67.0
Single-strand_binding_protein,Enzyme_substrate_(biology),0.02,0.02,1.0,51.0
Single-strand_binding_protein,HIV,0.46,0.04,1.0,67.0
Single-strand_binding_protein,Helicase,0.02,0.02,1.0,67.0
Single-strand_binding_protein,Hydrolysis,0.62,0.05999999999999999,1.0,67.0
Single-strand_binding_protein,Hydroxyl,0.05999999999999999,0.05999999999999999,1.0,67.0
Single-strand_binding_protein,Lactose,0.66,0.04,1.0,67.0
Single-strand_binding_protein,Ligand,0.7,0.0,1.0,52.0
Single-strand_binding_protein,Lysine,0.58,0.02,1.0,67.0
Single-strand_binding_protein,Metabolism,0.68,0.02,1.0,67.0
Single-strand_binding_protein,Nanometre,0.26,0.08,1.0,67.0
Single-strand_binding_protein,Nucleic_acid,0.05999999999999999,0.0,1.0,67.0
Single-strand_binding_protein,Nucleic_acid_double_helix,0.05999999999999999,0.05999999999999999,1.0,67.0
Single-strand_binding_protein,Nucleophile,0.02,0.02,1.0,51.0
Single-strand_binding_protein,Nucleotide,0.56,0.08,1.0,67.0
Single-strand_binding_protein,Phenylalanine,0.56,0.0,1.0,66.0
Single-strand_binding_protein,Phosphate,0.05999999999999999,0.0,1.0,67.0
Single-strand_binding_protein,Phosphorus,-0.1,0.02,1.0,62.0
Single-strand_binding_protein,Protein,0.0,0.02,1.0,67.0
Single-strand_binding_protein,Protein–protein_interaction,0.66,0.02,1.0,67.0
Single-strand_binding_protein,Purine,0.06,0.06,1.0,57.0
Single-strand_binding_protein,Pyrimidine,0.05999999999999999,0.05999999999999999,1.0,67.0
Single-strand_binding_protein,RNA,0.08,0.05999999999999999,1.0,67.0
Single-strand_binding_protein,X-ray_crystallography,-0.020000000000000004,0.0,1.0,57.0
Slime_mold,Algae,-0.04,0.0,1.0,59.0
Slime_mold,Antheridium,0.08000000000000002,0.06,1.0,57.0
Slime_mold,Archegonium,0.08,0.08,1.0,59.0
Slime_mold,Bryophyte,0.02,0.06,1.0,59.0
Slime_mold,Diatom,-0.02,0.02,1.0,59.0
Slime_mold,Dinoflagellate,-0.04,0.0,1.0,59.0
Slime_mold,Gametophyte,0.04,0.06,1.0,59.0
Slime_mold,Germination,0.22,0.06,1.0,59.0
Slime_mold,Marchantiophyta,0.02,0.06,1.0,59.0
Slime_mold,Mineral,0.26,0.02,1.0,59.0
Slime_mold,Moss,0.04,0.08,1.0,56.0
Slime_mold,Ocean,-0.04,0.0,1.0,56.0
Slime_mold,Oomycete,0.0,0.0,1.0,59.0
Slime_mold,Red_algae,-0.02,0.0,1.0,59.0
Slime_mold,Sperm,0.14,0.06,1.0,59.0
Slime_mold,Sporangium,0.08,0.06,1.0,59.0
Slime_mold,Sporophyte,0.04,0.06,1.0,59.0
Slime_mold,Stoma,0.46,0.08,1.0,59.0
Slime_mold,Vascular_plant,0.06,0.06,1.0,59.0
Smooth_muscle_tissue,Arteriole,0.04,0.04,1.0,52.0
Smooth_muscle_tissue,Atrium_(heart),0.02,0.02,1.0,54.0
Smooth_muscle_tissue,Bicarbonate,0.08,0.02,1.0,68.0
Smooth_muscle_tissue,Blood_plasma,0.08,0.02,1.0,66.0
Smooth_muscle_tissue,Blood_pressure,0.04,0.04,1.0,68.0
Smooth_muscle_tissue,Capillary,0.04,0.02,1.0,68.0
Smooth_muscle_tissue,Gas_exchange,0.02,0.0,1.0,68.0
Smooth_muscle_tissue,Glomerulus,0.08,0.08,1.0,59.0
Smooth_muscle_tissue,Myosin,0.0,0.0,1.0,68.0
Smooth_muscle_tissue,Nephron,0.08,0.06,1.0,68.0
Smooth_muscle_tissue,Pulmonary_alveolus,0.02,0.02,1.0,53.0
Smooth_muscle_tissue,Seawater,0.12,0.06,1.0,51.0
Smooth_muscle_tissue,Urine,0.08,0.06,1.0,68.0
Sodium,Active_site,-0.6,0.04,1.0,71.0
Sodium,Active_transport,-0.64,0.0,1.0,74.0
Sodium,Adenosine_triphosphate,-0.6,0.04,1.0,244.0
Sodium,Amino_acid,-0.5,0.02,1.0,244.0
Sodium,Ammonia,-0.14,0.060000000000000005,1.0,86.0
Sodium,Apoptosis,-0.56,0.08,1.0,83.0
Sodium,C4_carbon_fixation,-0.58,0.06,1.0,53.0
Sodium,Cancer,-0.56,0.08,1.0,63.0
Sodium,Carbohydrate,-0.58,0.0,1.0,139.0
Sodium,Carboxylic_acid,-0.6,0.04,1.0,78.0
Sodium,Cell_cycle,-0.56,0.08,1.0,130.0
Sodium,Cell_division,-0.56,0.08,1.0,233.0
Sodium,Cell_membrane,-0.64,0.0,1.0,244.0
Sodium,Cellular_respiration,-0.58,0.04,1.0,95.0
Sodium,Chlorophyll,-0.58,0.05999999999999999,1.0,88.0
Sodium,Chromatid,-0.56,0.08,1.0,56.0
Sodium,Chromosome,-0.56,0.08,1.0,244.0
Sodium,Citric_acid,-0.6,0.04,1.0,60.0
Sodium,Cyclic_adenosine_monophosphate,-0.62,0.02,1.0,54.0
Sodium,Cyclin-dependent_kinase,-0.56,0.08,1.0,50.0
Sodium,Cytoplasm,-0.02,0.02,1.0,240.0
Sodium,Diffusion,-0.64,0.0,1.0,106.0
Sodium,Earth,-0.32,0.02,1.0,244.0
Sodium,Enzyme,-0.6,0.04,1.0,244.0
Sodium,Epinephrine,-0.62,0.02,1.0,75.0
Sodium,Eukaryote,-0.28,0.08,1.0,244.0
Sodium,Fermentation,-0.58,0.04,1.0,50.0
Sodium,G_protein,-0.62,0.02,1.0,56.0
Sodium,Gibbs_free_energy,-0.62,0.02,1.0,68.0
Sodium,Glucose,0.12,0.0,1.0,244.0
Sodium,Glycogen,0.12,0.02,1.0,66.0
Sodium,Glycolysis,-0.6,0.04,1.0,164.0
Sodium,Glycoprotein,-0.04,0.0,1.0,68.0
Sodium,Hydrogen_ion,-0.6,0.04,1.0,68.0
Sodium,Hydrolysis,-0.62,0.02,1.0,81.0
Sodium,Ion,-0.7,0.04,1.0,244.0
Sodium,Ion_channel,0.020000000000000004,0.04000000000000001,1.0,115.0
Sodium,Light-independent_reactions,-0.58,0.06,1.0,65.0
Sodium,Liver,0.12,0.06,1.0,113.0
Sodium,Lysozyme,-0.33999999999999997,0.04,1.0,52.0
Sodium,Meiosis,-0.56,0.08,1.0,244.0
Sodium,Membrane_protein,-0.64,0.0,1.0,65.0
Sodium,Mitochondrion,-0.66,0.04,1.0,166.0
Sodium,Mitosis,-0.56,0.08,1.0,127.0
Sodium,Nicotinamide_adenine_dinucleotide,-0.6,0.04,1.0,135.0
Sodium,Nicotinamide_adenine_dinucleotide_phosphate,-0.58,0.06,1.0,59.0
Sodium,Oxygen,0.08,0.06,1.0,244.0
Sodium,PH,-0.6,0.04,1.0,179.0
Sodium,Phosphate,-0.62,0.02,1.0,106.0
Sodium,Photosynthesis,-0.58,0.06,1.0,244.0
Sodium,Polyploid,-0.36,0.08,1.0,63.0
Sodium,Prokaryote,-0.3,0.08,1.0,244.0
Sodium,Protein,-0.5,0.02,1.0,244.0
Sodium,Protein_kinase,-0.62,0.02,1.0,67.0
Sodium,Proton,-0.6,0.04,1.0,182.0
Sodium,Receptor_(biochemistry),-0.64,0.02,1.0,244.0
Sodium,Signal_transduction,-0.62,0.02,1.0,91.0
Sodium,Sucrose,-0.16,0.06,1.0,75.0
Sodium,Thylakoid,-0.58,0.04,1.0,72.0
Sodium,Water,-0.58,0.04,1.0,155.0
Soybean,Algae,-0.48000000000000004,0.060000000000000005,1.0,52.0
Soybean,Ascomycota,-0.52,0.0,1.0,52.0
Soybean,Basidiomycota,-0.52,0.0,1.0,52.0
Soybean,Diatom,-0.46,0.08,1.0,52.0
Soybean,Dinoflagellate,-0.48000000000000004,0.060000000000000005,1.0,52.0
Soybean,Fertilisation,-0.3,0.0,1.0,52.0
Soybean,Flagellum,-0.44,0.0,1.0,52.0
Soybean,Fungus,-0.54,0.0,1.0,52.0
Soybean,Gametangium,-0.46,0.02,1.0,52.0
Soybean,Genus,-0.38,0.0,1.0,52.0
Soybean,Green_algae,-0.44,0.04,1.0,52.0
Soybean,Hypha,-0.5,0.02,1.0,52.0
Soybean,Insect,-0.28,0.0,1.0,52.0
Soybean,Lichen,-0.5,0.04,1.0,52.0
Soybean,Mineral,-0.18,0.08,1.0,52.0
Soybean,Mycelium,-0.52,0.02,1.0,52.0
Soybean,Nitrogen,0.0,0.04,1.0,52.0
Soybean,Nitrogen_fixation,0.0,0.04,1.0,52.0
Soybean,Ocean,-0.48000000000000004,0.060000000000000005,1.0,52.0
Soybean,Oomycete,-0.44,0.060000000000000005,1.0,52.0
Soybean,Red_algae,-0.46,0.060000000000000005,1.0,52.0
Soybean,Slime_mold,-0.44,0.060000000000000005,1.0,52.0
Soybean,Spore,-0.36,0.04,1.0,52.0
Soybean,Symbiosis,-0.5,0.04,1.0,52.0
Soybean,United_States,-0.24000000000000002,0.04,1.0,52.0
Soybean,Wheat,-0.24000000000000002,0.02,1.0,52.0
Soybean,Zygote,-0.44,0.02,1.0,52.0
Speciation,Archaea,0.04,0.04,1.0,71.0
Speciation,Carbon_dioxide,0.18,0.06,1.0,71.0
Speciation,Cilium,0.12,0.08,1.0,71.0
Speciation,Clade,0.06,0.08,1.0,71.0
Speciation,Cyanobacteria,0.04,0.04,1.0,71.0
Speciation,Gametophyte,0.08,0.08,1.0,71.0
Speciation,Genus,-0.02,0.0,1.0,71.0
Speciation,Hemoglobin,0.42,0.02,1.0,71.0
Speciation,Ocean,0.12,0.06,1.0,71.0
Speciation,Phylogenetic_tree,-0.02,0.0,1.0,71.0
Speciation,Phylogenetics,-0.02,0.0,1.0,71.0
Speciation,Pollinator,0.56,0.02,1.0,56.0
Speciation,Protist,0.06,0.04,1.0,71.0
Speciation,Red,0.22,0.06,1.0,71.0
Speciation,Rock_(geology),0.56,0.06,1.0,55.0
Speciation,Sea_urchin,0.3,0.0,1.0,50.0
Speciation,Spore,0.1,0.08,1.0,71.0
Speciation,Sporophyte,0.08,0.08,1.0,71.0
Speciation,Taxon,-0.02,0.0,1.0,53.0
Sperm,Amphibian,-0.14,0.02,1.0,102.0
Sperm,Antheridium,-0.06,0.0,1.0,57.0
Sperm,Arabidopsis_thaliana,0.11234972677595628,0.05639344262295082,2.0,183.0
Sperm,Archaea,-0.02451361867704282,0.026303501945525297,3.0,257.0
Sperm,Archegonium,-0.06,0.02,1.0,84.0
Sperm,Arthropod,-0.16,0.04,1.0,82.0
Sperm,Australia,0.22,0.0,1.0,50.0
Sperm,Bryophyte,-0.12000000000000001,0.0,1.0,172.0
Sperm,Carbon_cycle,0.28,0.02,1.0,52.0
Sperm,Cnidaria,-0.18,0.04,1.0,50.0
Sperm,Conifer_cone,-0.04,0.08,1.0,50.0
Sperm,Cycad,-0.04,0.08,1.0,59.0
Sperm,Deuterostome,-0.16,0.060000000000000005,1.0,86.0
Sperm,Embryo,0.10425531914893615,0.0008510638297872254,3.0,376.0
Sperm,Equisetum,-0.06,0.039999999999999994,1.0,58.0
Sperm,Fern,-0.09981566820276498,0.03004608294930876,2.0,217.0
Sperm,Fungus,-0.09114355231143552,0.03936739659367396,3.0,411.0
Sperm,Germination,0.005810810810810807,0.049459459459459454,2.0,148.0
Sperm,Gymnosperm,-0.09474654377880183,0.05566820276497696,2.0,217.0
Sperm,Gynoecium,-0.0912442396313364,0.05852534562211982,2.0,217.0
Sperm,Habitat,0.26241379310344826,0.02198275862068966,3.0,232.0
Sperm,Insect,0.013089700996677733,0.05621262458471761,3.0,301.0
Sperm,Leaf,0.08690265486725664,0.029557522123893804,2.0,226.0
Sperm,Lepidoptera,-0.16,0.04,1.0,50.0
Sperm,Lycopodiophyta,-0.08,0.04,1.0,62.0
Sperm,Marchantiophyta,-0.12000000000000001,0.0,1.0,72.0
Sperm,Mesoderm,0.04000000000000001,0.04000000000000001,1.0,57.0
Sperm,Moss,-0.1,0.02,1.0,56.0
Sperm,Nitrogen_fixation,0.2903225806451613,0.016774193548387092,2.0,186.0
Sperm,Ovule,-0.07606694560669455,0.05757322175732218,2.0,239.0
Sperm,Parasitism,-0.18,0.02,1.0,84.0
Sperm,Pinophyta,-0.04,0.08,1.0,108.0
Sperm,Pith,0.14,0.08,1.0,50.0
Sperm,Protostome,-0.18,0.04,1.0,78.0
Sperm,Reptile,-0.14,0.08,1.0,66.0
Sperm,Sporangium,-0.10436974789915966,0.0,2.0,238.0
Sperm,Stamen,-0.07432432432432433,0.06621621621621622,2.0,222.0
Sperm,Stele_(biology),-0.08,0.04,1.0,55.0
Sperm,Stoma,0.14115107913669067,0.052517985611510797,2.0,278.0
Sperm,Vascular_plant,-0.11796610169491525,0.0,2.0,236.0
Spermatozoon,Actin,0.08,0.0,1.0,96.0
Spermatozoon,Action_potential,0.04000000000000001,0.04000000000000001,1.0,114.0
Spermatozoon,Axon,0.020000000000000004,0.04000000000000001,1.0,114.0
Spermatozoon,B_cell,-0.02,0.0,1.0,90.0
Spermatozoon,Chemical_synapse,0.039999999999999994,0.039999999999999994,1.0,58.0
Spermatozoon,Extracellular_fluid,0.14,0.04,1.0,71.0
Spermatozoon,Major_histocompatibility_complex,-0.02,0.0,1.0,53.0
